,Handle,Date,Text,Compound,Positive,Neutral,Negative
126,@CBS,Mon Feb 26 18:32:36 +0000 2018,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.784,0.266,0.734,0.0
127,@CBS,Mon Feb 26 18:20:16 +0000 2018,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,0.9359,0.429,0.571,0.0
128,@CBS,Mon Feb 26 16:53:56 +0000 2018,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",-0.5423,0.0,0.816,0.184
129,@CBS,Mon Feb 26 16:52:01 +0000 2018,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,1.0,0.0
130,@CBS,Mon Feb 26 16:17:55 +0000 2018,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",0.0,0.0,1.0,0.0
131,@CBS,Mon Feb 26 01:12:32 +0000 2018,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.7644,0.231,0.769,0.0
132,@CBS,Sun Feb 25 21:51:32 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.0,0.0,1.0,0.0
133,@CBS,Sun Feb 25 21:51:22 +0000 2018,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",0.0,0.0,1.0,0.0
134,@CBS,Fri Feb 23 18:15:40 +0000 2018,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,0.5093,0.155,0.845,0.0
135,@CBS,Thu Feb 22 19:26:52 +0000 2018,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,1.0,0.0
136,@CBS,Wed Feb 21 19:20:04 +0000 2018,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,0.0,0.0,1.0,0.0
137,@CBS,Wed Feb 21 18:19:25 +0000 2018,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.6808,0.248,0.752,0.0
138,@CBS,Tue Feb 20 19:55:19 +0000 2018,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.4404,0.116,0.884,0.0
139,@CBS,Tue Feb 20 17:58:18 +0000 2018,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",-0.4019,0.0,0.881,0.119
140,@CBS,Tue Feb 20 17:39:51 +0000 2018,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,0.3612,0.128,0.872,0.0
141,@CBS,Sat Feb 17 01:07:20 +0000 2018,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.6124,0.227,0.773,0.0
142,@CBS,Fri Feb 16 18:42:43 +0000 2018,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",0.3182,0.108,0.892,0.0
143,@CBS,Fri Feb 16 17:48:20 +0000 2018,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.68,0.248,0.752,0.0
144,@CBS,Wed Feb 14 19:23:27 +0000 2018,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,0.8619,0.466,0.534,0.0
145,@CBS,Tue Feb 13 20:03:56 +0000 2018,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.0,0.0,1.0,0.0
146,@CBS,Tue Feb 13 18:54:52 +0000 2018,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.7506,0.252,0.748,0.0
147,@CBS,Mon Feb 12 18:49:45 +0000 2018,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,1.0,0.0
148,@CBS,Mon Feb 12 01:32:33 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,0.0,1.0,0.0
149,@CBS,Fri Feb 09 00:50:01 +0000 2018,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,0.8478,0.304,0.696,0.0
150,@CBS,Thu Feb 08 16:09:35 +0000 2018,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,-0.5859,0.0,0.814,0.186
151,@CBS,Wed Feb 07 18:35:19 +0000 2018,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",0.0516,0.066,0.934,0.0
152,@CBS,Wed Feb 07 16:17:48 +0000 2018,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",0.5574,0.312,0.536,0.152
153,@CBS,Tue Feb 06 22:21:39 +0000 2018,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",0.0,0.0,1.0,0.0
154,@CBS,Tue Feb 06 17:05:49 +0000 2018,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",0.0772,0.121,0.773,0.106
155,@CBS,Sun Feb 04 15:35:36 +0000 2018,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",0.0,0.0,1.0,0.0
156,@CBS,Sun Feb 04 12:00:01 +0000 2018,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",0.1531,0.118,0.882,0.0
157,@CBS,Sat Feb 03 23:11:43 +0000 2018,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,0.0,0.0,1.0,0.0
158,@CBS,Sat Feb 03 12:00:07 +0000 2018,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",0.8268,0.338,0.662,0.0
159,@CBS,Fri Feb 02 22:36:13 +0000 2018,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,-0.0772,0.0,0.925,0.075
160,@CBS,Fri Feb 02 20:07:40 +0000 2018,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",0.4019,0.144,0.856,0.0
161,@CBS,Fri Feb 02 19:03:33 +0000 2018,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,0.4003,0.124,0.876,0.0
162,@CBS,Fri Feb 02 17:23:18 +0000 2018,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,0.6114,0.166,0.834,0.0
163,@CBS,Thu Feb 01 22:04:41 +0000 2018,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,0.0,0.0,1.0,0.0
164,@CBS,Thu Feb 01 20:09:49 +0000 2018,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",0.0,0.0,1.0,0.0
165,@CBS,Wed Jan 31 21:42:15 +0000 2018,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",0.1139,0.088,0.912,0.0
166,@CBS,Wed Jan 31 17:05:47 +0000 2018,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,0.1007,0.135,0.75,0.115
167,@CBS,Wed Jan 31 16:37:17 +0000 2018,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",0.4588,0.188,0.812,0.0
168,@CBS,Wed Jan 31 06:55:30 +0000 2018,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,0.1779,0.126,0.779,0.095
169,@CBS,Wed Jan 31 02:15:16 +0000 2018,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",-0.2263,0.179,0.569,0.252
170,@CBS,Wed Jan 31 01:58:40 +0000 2018,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",-0.4767,0.0,0.744,0.256
171,@CBS,Wed Jan 31 01:52:46 +0000 2018,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",0.4939,0.256,0.625,0.119
172,@CBS,Wed Jan 31 01:49:43 +0000 2018,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",0.5093,0.19,0.81,0.0
173,@CBS,Wed Jan 31 01:31:27 +0000 2018,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,0.8261,0.434,0.566,0.0
174,@CBS,Wed Jan 31 01:29:10 +0000 2018,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,0.8309,0.414,0.586,0.0
175,@CBS,Wed Jan 31 01:24:16 +0000 2018,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,0.6588,0.386,0.614,0.0
176,@CBS,Wed Jan 31 01:18:37 +0000 2018,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,-0.5106,0.0,0.602,0.398
177,@CBS,Wed Jan 31 01:17:37 +0000 2018,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,0.0,0.0,1.0,0.0
178,@CBS,Wed Jan 31 01:16:15 +0000 2018,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,0.7525,0.349,0.651,0.0
179,@CBS,Wed Jan 31 01:08:01 +0000 2018,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌,0.0,0.0,1.0,0.0
180,@CBS,Wed Jan 31 01:04:34 +0000 2018,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,0.8516,0.58,0.42,0.0
181,@CBS,Wed Jan 31 01:00:35 +0000 2018,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,0.8442,0.351,0.649,0.0
182,@CBS,Wed Jan 31 00:55:04 +0000 2018,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd,0.923,0.406,0.594,0.0
183,@CBS,Wed Jan 31 00:37:20 +0000 2018,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg",0.5994,0.206,0.794,0.0
184,@CBS,Wed Jan 31 00:11:53 +0000 2018,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5",0.8834,0.407,0.593,0.0
185,@CBS,Tue Jan 30 23:35:01 +0000 2018,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98,0.8553,0.276,0.724,0.0
186,@CBS,Tue Jan 30 21:19:22 +0000 2018,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN,0.8553,0.306,0.694,0.0
187,@CBS,Tue Jan 30 18:46:04 +0000 2018,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5",0.9215,0.391,0.609,0.0
188,@CBS,Tue Jan 30 16:00:02 +0000 2018,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli,0.0,0.0,1.0,0.0
189,@CBS,Tue Jan 30 04:03:31 +0000 2018,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN",0.5994,0.187,0.813,0.0
190,@CBS,Tue Jan 30 03:17:51 +0000 2018,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN,0.6908,0.289,0.711,0.0
191,@CBS,Tue Jan 30 02:12:15 +0000 2018,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6,0.0,0.0,1.0,0.0
192,@CBS,Tue Jan 30 01:29:06 +0000 2018,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22,-0.296,0.0,0.885,0.115
193,@CBS,Tue Jan 30 00:11:05 +0000 2018,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR,0.0,0.0,1.0,0.0
194,@CBS,Mon Jan 29 22:45:21 +0000 2018,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu,0.3818,0.115,0.885,0.0
195,@CBS,Mon Jan 29 22:10:15 +0000 2018,Check out these photos of the night's best backstage moments you didn't see on TV! Here's what you missed at The 60… https://t.co/6TBI8NV8JJ,0.5093,0.162,0.758,0.079
196,@CBS,Mon Jan 29 20:00:04 +0000 2018,The dapper duo of @itstonybennett and @johnlegend brought down the #GRAMMYs house with an impromptu duet.… https://t.co/ucRrAFk59f,0.0,0.0,1.0,0.0
197,@CBS,Mon Jan 29 19:00:05 +0000 2018,🎶@BrunoMars worked his 24K Magic to become the night's biggest winner. See his #GRAMMYs acceptance speech for Album… https://t.co/dXzjWH0myx,0.7783,0.286,0.714,0.0
198,@CBS,Mon Jan 29 18:00:02 +0000 2018,When your win at The #GRAMMYs feels like 24K Magic! Congratulations to @BrunoMars for taking home six awards this y… https://t.co/UhWCE8OKfK,0.9259,0.442,0.558,0.0
199,@CBS,Mon Jan 29 17:15:04 +0000 2018,✨@LadyGaga's stripped-down performance soared on the #GRAMMYs stage. See all the night's performances here:… https://t.co/Dw6xSzeeGC,0.0,0.0,1.0,0.0
200,@CNN,Thu Mar 08 20:38:12 +0000 2018,President Trump is about to impose new tariffs on steel and aluminum imports. Follow live updates:… https://t.co/o4VDiUWujN,-0.296,0.0,0.879,0.121
201,@CNN,Thu Mar 08 20:25:13 +0000 2018,The Cranberries will be releasing a final album made with Dolores O'Riordan https://t.co/z8rKgNyCmy https://t.co/tPkkmZplLe,0.0,0.0,1.0,0.0
202,@CNN,Thu Mar 08 20:20:38 +0000 2018,"Russians released an anti-Clinton video game called ""Hilltendo"" weeks before the 2016 US presidential election. It… https://t.co/tTFHTqxF42",0.0,0.0,1.0,0.0
203,@CNN,Thu Mar 08 20:03:33 +0000 2018,Former Trump campaign chairman Paul Manafort has entered a plea of not guilty to charges of bank fraud and tax crim… https://t.co/myDFUQIvIw,-0.1665,0.16,0.694,0.146
204,@CNN,Thu Mar 08 20:01:36 +0000 2018,Bernie Sanders is spending a lot of time in Trump country. Here's why. | Analysis by CNN's Gregory Krieg and Sam Pe… https://t.co/GFkPrBfWvm,0.0,0.0,1.0,0.0
205,@CNN,Thu Mar 08 19:53:17 +0000 2018,"A salmonella outbreak linked to chicken salad has sickened another 105 people, bringing the total to 170 in seven s… https://t.co/SWH9Q0tsYr",-0.5423,0.0,0.844,0.156
206,@CNN,Thu Mar 08 19:42:07 +0000 2018,"In a trade war over steel, US farmers could be collateral damage https://t.co/tChleqd7qi https://t.co/EotEUo9LN1",-0.7964,0.0,0.608,0.392
207,@CNN,Thu Mar 08 19:37:55 +0000 2018,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/De3h9kjvKx",0.25,0.1,0.9,0.0
208,@CNN,Thu Mar 08 19:31:33 +0000 2018,Bones found on a remote Pacific island almost eight decades ago likely are those of pioneering pilot Amelia Earhart… https://t.co/Ae3YEwSVSJ,0.0,0.0,1.0,0.0
209,@CNN,Thu Mar 08 19:28:27 +0000 2018,"Volkswagen says it will stop using coal to power its main factory in Wolfsburg, Germany https://t.co/yxE1eIG6oG https://t.co/w2sugdXQz8",-0.296,0.0,0.879,0.121
210,@CNN,Thu Mar 08 19:20:03 +0000 2018,"In his fight with North Korea, Trump may end up with no allies | @NicRobertsonCNN for @CNNopinion… https://t.co/MF5muUcnk0",-0.5859,0.0,0.758,0.242
211,@CNN,Thu Mar 08 19:10:07 +0000 2018,Trump wants you to think about video games instead of guns | Analysis by @zbyronwolf @zbyronwolf … https://t.co/5uutuvLV6i,0.0,0.0,1.0,0.0
212,@CNN,Thu Mar 08 19:00:13 +0000 2018,9 things you need to believe if you believe the White House on Stormy Daniels | Analysis by @CillizzaCNN… https://t.co/zwvP0mf89V,0.0,0.0,1.0,0.0
213,@CNN,Thu Mar 08 18:50:00 +0000 2018,"Sen. Tammy Duckworth will be the first US senator to give birth while in office, and she's fighting to change longs… https://t.co/Uljo219oJ6",-0.3612,0.0,0.894,0.106
214,@CNN,Thu Mar 08 18:43:15 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/pSG5QNVNG6,0.0,0.0,1.0,0.0
215,@CNN,Thu Mar 08 18:39:49 +0000 2018,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/afpc123s31",0.25,0.1,0.9,0.0
216,@CNN,Thu Mar 08 18:32:00 +0000 2018,McDonald's is celebrating #InternationalWomensDay by flipping its famous golden arches https://t.co/biYp1ZduyT https://t.co/H8MMkU7HOL,0.5719,0.252,0.748,0.0
217,@CNN,Thu Mar 08 18:23:00 +0000 2018,"When Laxmi was 15, a man she refused to marry threw acid in her face. But she recovered from her injuries and chang… https://t.co/ExD5GdcO80",-0.296,0.0,0.909,0.091
218,@CNN,Thu Mar 08 18:10:10 +0000 2018,A Missouri police officer killed this week in the line of duty met with gunfire only after he was dispatched to the… https://t.co/HYWoNIjHrz,-0.6705,0.0,0.824,0.176
219,@CNN,Thu Mar 08 17:47:25 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/37dwU8ZnGP,0.0,0.0,1.0,0.0
220,@CNN,Thu Mar 08 17:46:41 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/vFaGKx23rg,0.0,0.0,1.0,0.0
221,@CNN,Thu Mar 08 17:45:33 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/bo53G6XGgJ,0.0,0.0,1.0,0.0
222,@CNN,Thu Mar 08 17:44:43 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/hlNoEhDOxl,0.0,0.0,1.0,0.0
223,@CNN,Thu Mar 08 17:43:58 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/p3Ez30VMb7,0.0,0.0,1.0,0.0
224,@CNN,Thu Mar 08 17:43:11 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/4smfFqlPeG,0.0,0.0,1.0,0.0
225,@CNN,Thu Mar 08 17:42:02 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/sYFiiE2pot,0.0,0.0,1.0,0.0
226,@CNN,Thu Mar 08 17:40:53 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/ngx7uBQlVT,0.0,0.0,1.0,0.0
227,@CNN,Thu Mar 08 17:39:13 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/bFHQopTOk0,0.0,0.0,1.0,0.0
228,@CNN,Thu Mar 08 17:38:04 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/yvva0lx8mC,0.0,0.0,1.0,0.0
229,@CNN,Thu Mar 08 17:36:23 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/HNJtpRQzTC,0.0,0.0,1.0,0.0
230,@CNN,Thu Mar 08 17:35:29 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/YbtMLrEunr,0.0,0.0,1.0,0.0
231,@CNN,Thu Mar 08 17:34:23 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy “We have… https://t.co/VQIOWE6xvQ,0.0,0.0,1.0,0.0
232,@CNN,Thu Mar 08 17:33:30 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign “I would make sure tha… https://t.co/g0lYhMLHaf,0.3182,0.161,0.839,0.0
233,@CNN,Thu Mar 08 17:32:06 +0000 2018,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF “Listen to women,” says… https://t.co/4rT0n5bAXU",0.0,0.0,1.0,0.0
234,@CNN,Thu Mar 08 17:28:28 +0000 2018,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF To achieve gender equality, ""I want to convince everyone to… https://t.co/ZvQCrwCizl",0.3182,0.202,0.798,0.0
235,@CNN,Thu Mar 08 17:26:08 +0000 2018,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz When you do a job application, you should not have to say your se… https://t.co/OYJEl6gGdt",0.0,0.0,1.0,0.0
236,@CNN,Thu Mar 08 17:24:39 +0000 2018,"@theashleygraham @Caitlyn_Jenner ""The one thing I would do to improve gender equality is to ensure that all of our… https://t.co/H3dJOKwSNc",0.6705,0.244,0.756,0.0
237,@CNN,Thu Mar 08 17:23:50 +0000 2018,@theashleygraham “Women are brought up to kind of be a second-class citizen” says @Caitlyn_Jenner #IWD2018… https://t.co/VlyKYFDRZ7,0.0,0.0,1.0,0.0
238,@CNN,Thu Mar 08 17:21:46 +0000 2018,".@theashleygraham: “We need to ensure that women see themselves portrayed in media, fashion, beauty and beyond.”… https://t.co/NqM1Yvifbz",0.7506,0.299,0.701,0.0
239,@CNN,Thu Mar 08 17:17:13 +0000 2018,"To celebrate #IWD2018, @CNN asked women around the world, ""What single thing would you change to improve gender equ… https://t.co/aPUTYl3OAf",0.765,0.268,0.732,0.0
240,@CNN,Thu Mar 08 17:05:47 +0000 2018,"Trump on outgoing chief economic adviser Gary Cohn: “He’s been terrific. He may be a globalist, but I still like hi… https://t.co/jTAhyf8gU3",0.7096,0.289,0.711,0.0
241,@CNN,Thu Mar 08 16:50:01 +0000 2018,"With America facing a massive nursing shortage, some hospitals are offering five-figure signing bonuses, free housi… https://t.co/qx9N6r3ugj",0.7096,0.315,0.594,0.091
242,@CNN,Thu Mar 08 16:35:00 +0000 2018,The US ambassador to Mexico was not invited to a meeting between senior White House adviser Jared Kushner and Mexic… https://t.co/r063UG1OyV,0.0,0.0,1.0,0.0
243,@CNN,Thu Mar 08 16:20:08 +0000 2018,One person has been taken into police custody in connection with a shooting that killed one student and injured ano… https://t.co/2ZMe9iO27I,-0.802,0.0,0.714,0.286
244,@CNN,Thu Mar 08 16:10:11 +0000 2018,The long history of blaming video games for mass violence https://t.co/LHKHJUgqRx https://t.co/kWT3kF1vby,-0.8074,0.0,0.578,0.422
245,@CNN,Thu Mar 08 15:59:06 +0000 2018,Meghan Markle has been baptized into the Church of England https://t.co/0HcgXUmkzm https://t.co/qoCSXwu3EZ,0.0,0.0,1.0,0.0
246,@CNN,Thu Mar 08 15:42:36 +0000 2018,Why companies are embracing #InternationalWomensDay https://t.co/WuS6CWYUM5 https://t.co/grZlom9kVF,0.0,0.0,1.0,0.0
247,@CNN,Thu Mar 08 15:29:32 +0000 2018,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/kM6mhbbBrv,0.0,0.0,1.0,0.0
248,@CNN,Thu Mar 08 15:05:55 +0000 2018,"""Somebody needs to stand up"" to California on immigration, Attorney General Jeff Sessions says… https://t.co/IN63gV1NOo",0.0,0.0,1.0,0.0
